이화여자대학교,37.5625,126.947428,서대문구
중앙대학교,37.5046,126.955319,동작구
경희대학교,37.59706,127.051410,동대문구
한양대학교,37.5571,127.048995,성동구
연세대학교,37.5637,126.937546,서대문구
이화여자대학교,37.5625,126.947428,서대문구



